license_id	status	business_name	business_address	business_city	business_state	business_zip	last_name	first_name	phone	owner	expires_txt	issued_txt	county	license_type_code	license_type_desc	agent_last	agent_first
09100012	Active	FRY'S FOOD & DRUG #117	10450 N LA CANADA	ORO VALLEY	Arizona	85737	JEFFREY MILLER		5208779207	SMITH'S FOOD & DRUG CENTERS INC	10/31/2019	07/16/1980	Pima	009	Liquor store	MILLER	JEFFREY
09100013	Active	SAM'S CLUB #6692	4701 N STONE Avenue	TUCSON	Arizona	85704	JOHN CURTIS		5202929789	SAM'S WEST INC	10/31/2019	06/06/1980	Pima	009	Liquor store	CURTIS II	JOHN
09100014	Active	CVS/PHARMACY #9254	240 W CONTINENTAL Road	GREEN VALLEY	Arizona	85614	JASON MORRIS		5206251319	ARIZONA CVS STORES LLC	10/31/2019	12/02/1982	Pima	009	Liquor store	MORRIS	JASON
09100015	Active	OLSENS MARKETPLACE	1961N AJO GILA BEND Highway	AJO	Arizona	85321	BRYANNE OLSEN		5203875641	OLSENS MARKET PLACE IGA, LLC	10/31/2019	02/24/1961	Pima	009	Liquor store	OLSEN	BRYANNE
09100016	Active	LOUIS MARKET	4009 S 12TH Avenue	TUCSON	Arizona	85714	HESHAM IBRAHIM		5202947422	GROWIDER INVESTMENTS LLC	10/31/2019	04/04/1983	Pima	009	Liquor store	IBRAHIM	HESHAM
09100017	Active	WAL MART MARKET # 3142	3900 W INA Road	TUCSON	Arizona	85741	JOHN DEAN CURTIS II		5203296156	WALMART INC	10/31/2019	07/31/1980	Pima	009	Liquor store	CURTIS II	JOHN
09100018	Active	OUR LIQUORS	1116 W ST MARYS Road	TUCSON	Arizona	85745	MAHMOUD ABDULHALIM		5209033111	MJDB LLC	10/31/2019	06/20/1961	Pima	009	Liquor store	ABDULHALIM	MAHMOUD
09100019	Active	SAFEWAY #1989	9460 E GOLF LINKS Drive	TUCSON	Arizona	85730	NICHOLAS GUTTILLA		5202960042	SAFEWAY INC	10/31/2019	07/19/1983	Pima	009	Liquor store	GUTTILLA	NICHOLAS
09100020	Active	WILDCAT DRIVE THRU LIQUORS	1202 N STONE Avenue	TUCSON	Arizona	85705	MICHAEL MONTANO		5207923988	J & M LIQUORS INC	10/31/2019	08/15/1978	Pima	009	Liquor store	MONTANO	MICHAEL
09100021	Active	FOOD CITY #139	1740 W AJO Way	TUCSON	Arizona	85713	MICHAEL JOSEPH BASHA		5205737060	BASHAS INC	10/31/2019	03/11/1982	Pima	009	Liquor store	BASHA	MICHAEL
09100022	Active	SAFEWAY #1986	9050 E VALENCIA STE 100	TUCSON	Arizona	85747	NICHOLAS GUTTILLA		5203843952	SAFEWAY INC	10/31/2019	03/11/1982	Pima	009	Liquor store	GUTTILLA	NICHOLAS
09100023	Inactive	RX PLUS #660	3905 E GRANT Road	TUCSON	Arizona	85712	ROGER RAHAEUSER		5203753858	R D S ACQUISITION CORP	10/31/1994	03/10/1982	Pima	009	Liquor store	RAHAEUSER	ROGER
09100024	Active	WAL MART NEIGHBORHOOD MARKET #4264	7951 N ORACLE Road	ORO VALLEY	Arizona	85704	JOHN DEAN CURTIS II		5204699556	WALMART INC	10/31/2019	03/10/1982	Pima	009	Liquor store	CURTIS II	JOHN
09100025	Active	WAL MART NEIGHBORHOOD MARKET #5725	831 E FORT LOWELL Road	TUCSON	Arizona	85719	JOHN DEAN CURTIS II		5203296870	WALMART INC	10/31/2019	02/14/1985	Pima	009	Liquor store	CURTIS II	JOHN
09100026	Active	WAL MART NEIGHBORHOOD MARKET #3357	3925 E GRANT Road	TUCSON	Arizona	85712	JOHN DEAN CURTIS II		5203270085	WALMART INC	10/31/2019	03/11/1982	Pima	009	Liquor store	CURTIS II	JOHN
09100027	Inactive	FRY'S FOOD & DRUG #42	9401 E 22ND Street	TUCSON	Arizona	85710	JEFFREY MILLER		5207218575	SMITH'S FOOD & DRUG CENTERS INC	10/31/2019	03/11/1982	Pima	009	Liquor store	MILLER	JEFFREY
09100028	Active	BASHAS' #71	6900 E SUNRISE Drive	TUCSON	Arizona	85750	MICHAEL JOSEPH BASHA		5202990633	BASHAS INC	10/31/2019	03/11/1941	Pima	009	Liquor store	BASHA	MICHAEL
09100029	Active	CIRCLE K STORE #8514	13961 N SANDARIO Road	MARANA	Arizona	85653	KIM KENNETH KWIATKOWSKI		5206823100	CIRCLE K STORES INC	10/31/2019	03/11/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100030	Active	BASHAS' #79	8360 N THORNYDALE Road	TUCSON	Arizona	85741	MICHAEL JOSEPH BASHA		5207444488	BASHAS INC	10/31/2019	03/11/1982	Pima	009	Liquor store	BASHA	MICHAEL
09100031	Inactive	SAFEWAY #959	6363 E 22ND Street	TUCSON	Arizona	85710	NICHOLAS GUTTILLA		5205719091	SAFEWAY INC	10/31/2019	08/16/1982	Pima	009	Liquor store	GUTTILLA	NICHOLAS
09100032	Active	FOOD CITY #156	1221 W IRVINGTON Road	TUCSON	Arizona	85714	MICHAEL JOSEPH BASHA		5204346920	BASHAS INC	10/31/2019	03/11/1982	Pima	009	Liquor store	BASHA	MICHAEL
09100033	Inactive	SAFEWAY #1985	9705 N THORNYDALE STE 100	TUCSON	Arizona	85742	NICHOLAS GUTTILLA		5205791083	SAFEWAY INC	10/31/2019	03/11/1982	Pima	009	Liquor store	GUTTILLA	NICHOLAS
09100034	Active	CVS/PHARMACY #9274	615 N ALVERNON Way	TUCSON	Arizona	85711	JASON MORRIS		5203201184	ARIZONA CVS STORES LLC	10/31/2019	03/11/1982	Pima	009	Liquor store	MORRIS	JASON
09100035	Active	FOOD CITY #171	2000 E IRVINGTON	TUCSON	Arizona	85706	MICHAEL JOSEPH BASHA		5204342455	BASHAS INC	10/31/2019	01/09/1985	Pima	009	Liquor store	BASHA	MICHAEL
09100036	Active	SAFEWAY #1988	7177 E TANQUE VERDE	TUCSON	Arizona	85715	NICHOLAS GUTTILLA		5207310117	SAFEWAY INC	10/31/2019	04/07/1986	Pima	009	Liquor store	GUTTILLA	NICHOLAS
09100038	Active	CIRCLE K STORE #2948	4301 E GRANT Road	TUCSON	Arizona	85712	KIM KENNETH KWIATKOWSKI		5208817348	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100039	Active	CIRCLE K STORE #779	1990 N LA CANADA	GREEN VALLEY	Arizona	85614	KIM KENNETH KWIATKOWSKI		6024370600	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100040	Active	CIRCLE K STORE #1582	2351 N ALVERNON Way	TUCSON	Arizona	85712	KIM KENNETH KWIATKOWSKI		5203236495	CIRCLE K STORES INC	10/31/2019	12/09/1933	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100041	Active	CIRCLE K STORE #88	6485 E GOLF LINKS Road	TUCSON	Arizona	85730	KIM KENNETH KWIATKOWSKI		5207475946	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100042	Active	CIRCLE K STORE #8510	3712 CORTARO FARMS Road	TUCSON	Arizona	85742	KIM KENNETH KWIATKOWSKI		6024370600	CIRCLE K STORES INC	10/31/2019	12/05/1994	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100043	Active	CIRCLE K STORE #8772	1735 W SPEEDWAY Boulevard	TUCSON	Arizona	85745	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100044	Active	CIRCLE K STORE #99	2750 N TUCSON Boulevard	TUCSON	Arizona	85716	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100045	Active	CIRCLE K STORE #1789	9000 CAMINO DE OESTE	TUCSON	Arizona	85742	KIM KENNETH KWIATKOWSKI		5207443598	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100046	Active	CIRCLE K STORE #1606	5680 S MISSION Road	TUCSON	Arizona	85706	KIM KENNETH KWIATKOWSKI		5208839076	CIRCLE K STORES INC	10/31/2019	03/09/1984	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100047	Active	CIRCLE K STORE #1557	15 S HARRISON Road	TUCSON	Arizona	85748	KIM KENNETH KWIATKOWSKI		5204377562	CIRCLE K STORES INC	10/31/2019	12/09/1933	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100048	Active	CIRCLE K STORE #1848	10 W FORT LOWELL Road	TUCSON	Arizona	85705	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	03/12/1965	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100049	Active	CIRCLE K STORE #5579	655 W 22ND Street	TUCSON	Arizona	85713	KIM KENNETH KWIATKOWSKI		5207983214	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100050	Active	CIRCLE K STORE #166	130 E SPEEDWAY Boulevard	TUCSON	Arizona	85705	KIM KENNETH KWIATKOWSKI		5206240919	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100051	Active	CIRCLE K STORE #1793	8702 E SPEEDWAY Boulevard	TUCSON	Arizona	85710	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	01/02/1987	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100052	Active	CIRCLE K STORE #1953	1395 W MIRACLE MILE Road	TUCSON	Arizona	85705	KIM KENNETH KWIATKOWSKI		5207981059	CIRCLE K STORES INC	10/31/2019	01/02/1987	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100053	Active	CIRCLE K STORE #3424	5502 S SPEEDWAY Boulevard	TUCSON	Arizona	85712	KIM KENNETH KWIATKOWSKI		5205140644	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100054	Active	CIRCLE K STORE #8511	8780 N ORACLE Road	ORO VALLEY	Arizona	85704	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	01/15/1986	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100055	Active	CIRCLE K STORE #483	1785 W PRINCE Road	TUCSON	Arizona	85705	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100056	Active	CIRCLE K STORE #8744	9515 E GOLF LINKS Road	TUCSON	Arizona	85730	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100057	Active	CIRCLE K STORE #580	5818 S PALO VERDE Road	TUCSON	Arizona	85706	KIM KENNETH KWIATKOWSKI		5202947248	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100058	Active	CIRCLE K STORE #581	3065 S KINNEY Road	TUCSON	Arizona	85713	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100059	Active	CIRCLE K STORE #719	11271 E TANQUE VERDE Road	TUCSON	Arizona	85749	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100060	Active	CIRCLE K STORE #1633	8590 E 22ND Street	TUCSON	Arizona	85710	KIM KENNETH KWIATKOWSKI		5202969069	CIRCLE K STORES INC	10/31/2019	09/18/1984	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100061	Active	CIRCLE K STORE #795	16054 N ORACLE Road	TUCSON	Arizona	85739	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	04/29/1965	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100062	Active	CIRCLE K STORE #811	4875 S PARK Avenue	TUCSON	Arizona	85714	KIM KENNETH KWIATKOWSKI		5204377562	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100063	Active	CIRCLE K STORE #3493	4600 W VALENCIA Road	TUCSON	Arizona	85757	KIM KENNETH KWIATKOWSKI		5205784123	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100064	Active	CIRCLE K STORE # 3400	4540 W INA Road	MARANA	Arizona	85741	KIM KENNETH KWIATKOWSKI		5205799522	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100065	Active	CIRCLE K STORE #8838	2 N Freeway	TUCSON	Arizona	85745	KIM KENNETH KWIATKOWSKI		6024370600	CIRCLE K STORES INC	10/31/2019	01/09/1998	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100066	Active	CIRCLE K STORE #228	560 N 2ND Avenue	AJO	Arizona	85321	KIM KENNETH KWIATKOWSKI		5203877832	CIRCLE K STORES INC	10/31/2019	01/02/1987	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100067	Active	CIRCLE K STORE #8850	4965 W AJO Way	TUCSON	Arizona	85746	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100068	Active	CIRCLE K STORE #2902	7022 E SPEEDWAY	TUCSON	Arizona	85710	KIM KENNETH KWIATKOWSKI		5207211926	CIRCLE K STORES INC	10/31/2019	06/21/1984	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100069	Active	CIRCLE K STORE #5318	7510 E 22ND Street	TUCSON	Arizona	85710	KIM KENNETH KWIATKOWSKI		5202969716	CIRCLE K STORES INC	10/31/2019	06/21/1984	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100070	Active	CIRCLE K STORE #8594	4802 N SABINO CANYON	TUCSON	Arizona	85750	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	06/21/1984	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100071	Active	CIRCLE K STORE #1946	2332 N ORACLE Road	TUCSON	Arizona	85705	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	10/31/2019	05/26/1985	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100072	Active	CIRCLE K STORE #492	401 S ALVERNON Way	TUCSON	Arizona	85711	KIM KENNETH KWIATKOWSKI		5203265992	CIRCLE K STORES INC	10/31/2019	11/18/1982	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100073	Inactive	RX PLUS #668	4704 E BROADWAY	TUCSON	Arizona	85711	ROGER RAHAEUSER		5203274255	R D S ACQUISITION CORP	10/31/1994	01/11/1983	Pima	009	Liquor store	RAHAEUSER	ROGER
09100074	Active	FRY'S FOOD & DRUG #83	1801 W VALENCIA Road	TUCSON	Arizona	85746	JEFFREY MILLER		5203487125	SMITH'S FOOD & DRUG CENTERS INC	10/31/2019	10/12/1988	Pima	009	Liquor store	MILLER	JEFFREY
09100075	Active	WALGREENS #3007	9470 E GOLF LINKS Road STE	TUCSON	Arizona	85730	ANDREA LEWKOWITZ		6028640176	WALGREEN ARIZONA DRUG CO	10/31/2019	01/03/1961	Pima	009	Liquor store	LEWKOWITZ	ANDREA
09100077	Active	FRY'S FOOD & DRUG #138	4036 N 1ST Avenue	TUCSON	Arizona	85719	JEFFREY MILLER		5202938892	SMITH'S FOOD & DRUG CENTERS INC	10/31/2019	10/18/1989	Pima	009	Liquor store	MILLER	JEFFREY
09100080	Active	CVS PHARMACY # 9336	7901 E GOLF LINKS Road	TUCSON	Arizona	85730	JASON MORRIS		5207313098	ARIZONA CVS STORES LLC	10/31/2019	04/13/1988	Pima	009	Liquor store	MORRIS	JASON
09100081	Active	WAL MART SUPERCENTER #3379	2150 E TANGERINE Road	ORO VALLEY	Arizona	85755	JOHN DEAN CURTIS II		5205440016	WALMART INC	10/31/2019	01/06/1967	Pima	009	Liquor store	CURTIS II	JOHN
09100082	Active	CIRCLE K STORE #1011	3102 E BENSON Highway	TUCSON	Arizona	85706	KIM KENNETH KWIATKOWSKI		5208898778	CIRCLE K STORES INC	10/31/2019	07/22/1988	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100083	Inactive	PUEBLO LIQUORS	201 N PARK Avenue	TUCSON	Arizona	85719	BAN	EDWARD	9999999999	EDWARD BAN	10/31/1994	01/06/1939	Pima	009	Liquor store		
09100084	Active	WAL MART MARKET #3049	2550 S KOLB Road	TUCSON	Arizona	85710	JOHN DEAN CURTIS II		5209714095	WALMART INC	10/31/2019	07/22/1940	Pima	009	Liquor store	CURTIS II	JOHN
09100085	Active	DIAMOND R MARKET	402 E PRINCE Road	TUCSON	Arizona	85705	ATIYEH INNABI		5208880653	DIAMOND DAZZLER INC	10/31/2019	06/06/1978	Pima	009	Liquor store	INNABI	ATIYEH
09100086	Active	WALGREENS #4102	6767 E BROADWAY Boulevard	TUCSON	Arizona	85710	ANDREA LEWKOWITZ		6028640176	WALGREEN ARIZONA DRUG CO	10/31/2019	12/09/1987	Pima	009	Liquor store	LEWKOWITZ	ANDREA
09100087	Active	WAL MART NEIGHBORHOOD MARKET #3143	8640 E BROADWAY Boulevard	TUCSON	Arizona	85710	JOHN DEAN CURTIS II		5203296870	WALMART INC	10/31/2019	12/09/1987	Pima	009	Liquor store	CURTIS II	JOHN
09100088	Active	BASHAS #160	2000 W RIVER Road	TUCSON	Arizona	85704	MICHAEL JOSEPH BASHA		5206903680	BASHAS INC	10/31/2019	12/04/1987	Pima	009	Liquor store	BASHA	MICHAEL
09100089	Active	BEVERAGE DEPOT	4231 E 22ND Street #141	TUCSON	Arizona	85711	ALICE GIANG		5203236566	SHAD & ALIZA ENTERPRISE LLC	10/31/2019	12/02/1987	Pima	009	Liquor store	GIANG	ALICE
09100090	Active	WALGREENS #9952	12050 N DOVE MOUNTAIN Boulevard	MARANA	Arizona	85653	ANDREA LEWKOWITZ		6232150407	WALGREEN ARIZONA DRUG CO	10/31/2019	05/08/1991	Pima	009	Liquor store	LEWKOWITZ	ANDREA
09100091	Active	WALGREENS #11183	3200 E SPEEDWAY Boulevard	TUCSON	Arizona	85716	ANDREA LEWKOWITZ		5203273445	WALGREEN ARIZONA DRUG CO	10/31/2019	12/09/1987	Pima	009	Liquor store	LEWKOWITZ	ANDREA
09100092	Active	WAL MART SUPERCENTER #5626	1260 E TUCSON MARKETPLACE Boulevard	TUCSON	Arizona	85713	JOHN DEAN CURTIS II		5209170108	WALMART INC	10/31/2019	12/04/1987	Pima	009	Liquor store	CURTIS II	JOHN
09100093	Active	CIRCLE K STORES #3394	3880 W TANGERINE Road	MARANA	Arizona	85653	KIM KENNETH KWIATKOWSKI		6025095465	CIRCLE K STORES INC	10/31/2019	12/09/1987	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100094	Active	WALGREENS #6411	11951 N 1ST Avenue	ORO VALLEY	Arizona	85737	ANDREA LEWKOWITZ		5205318964	WALGREEN ARIZONA DRUG CO	10/31/2019	12/04/1987	Pima	009	Liquor store	LEWKOWITZ	ANDREA
09100095	Active	WALGREENS #10684	13542 E COLOSSAL CAVE Road	VAIL	Arizona	85641	ANDREA LEWKOWITZ		5202323763	WALGREEN ARIZONA DRUG CO	10/31/2019	12/09/1987	Pima	009	Liquor store	LEWKOWITZ	ANDREA
09100096	Active	J'S WEST SIDE LIQUOR	1310 W SPEEDWAY Boulevard	TUCSON	Arizona	85745	LAILA INNABI		5207774700	SAHARA LIQUOR LLC	10/31/2019	12/09/1987	Pima	009	Liquor store	INNABI	LAILA
09100097	Active	WALGREENS #05312	375 W CONTINENTAL Road	GREEN VALLEY	Arizona	85614	ANDREA LEWKOWITZ		5206482320	WALGREEN ARIZONA DRUG CO	10/31/2019	12/04/1987	Pima	009	Liquor store	LEWKOWITZ	ANDREA
09100098	Active	WAL MART SUPERCENTER #1411	18680 S NOGALES Highway	SAHUARITA	Arizona	85614	JOHN DEAN CURTIS II		5206253808	WALMART INC	10/31/2019	12/03/1987	Pima	009	Liquor store	CURTIS II	JOHN
09100099	Active	FRY'S FOOD & DRUG #57	7870 N SILVERBELL Road	MARANA	Arizona	85743	JEFFREY MILLER		5207447866	SMITH'S FOOD & DRUG CENTERS INC	10/31/2019	12/09/1987	Pima	009	Liquor store	MILLER	JEFFREY
09100100	Active	WALGREENS #2232	313 W ESPERANZA Boulevard	GREEN VALLEY	Arizona	85614	ANDREA LEWKOWITZ		5206259187	WALGREEN ARIZONA DRUG CO	10/31/2019	04/02/1990	Pima	009	Liquor store	LEWKOWITZ	ANDREA
09100101	Active	PIMA LIQUORS	2858 W DREXEL Road	TUCSON	Arizona	85746	FADHL ALDHALI		5205786418	PIMA LIQUORS INC	10/31/2019	12/09/1987	Pima	009	Liquor store	ALDHALI	FADHL
09100104	Active	MONTEREY LIQUORS	6240 E SPEEDWAY Boulevard	TUCSON	Arizona	85712	WERTMAN	TERRY	5207456006		10/31/2019	10/03/1975	Pima	009	Liquor store		
09100105	Active	FRY'S FOOD & DRUG #137	7050 E 22ND Street	TUCSON	Arizona	85710	JEFFREY MILLER		5207905845	SMITH'S FOOD & DRUG CENTERS INC	10/31/2019	07/13/1981	Pima	009	Liquor store	MILLER	JEFFREY
09100106	Active	7-ELEVEN #20196C	1595 W ST MARYS Road	TUCSON	Arizona	85745	KHATRI	PREM	5206241040		10/31/2019	05/23/1986	Pima	009	Liquor store		
09100107	Active	AXIS FOOD MART	1540 E BROADWAY Boulevard	TUCSON	Arizona	85719	MAEN MDANAT		5206281700	MICHAEL M FOOD MART LLC	10/31/2019	04/18/1985	Pima	009	Liquor store	MDANAT	MAEN
09100108	Active	MENLO PARK LIQUORS	1000 W CONGRESS	TUCSON	Arizona	85745	PETER GARCIA		5206225082	PETER L GARCIA ENTERPRISES INC	10/31/2019	04/17/1985	Pima	009	Liquor store	GARCIA	PETER
09100109	Active	TARGET #2140	4040 N ORACLE Road	TUCSON	Arizona	85705	NICHOLAS CARL GUTTILLA		5202021501	TARGET STORES INC	10/31/2019	11/21/1979	Pima	009	Liquor store	GUTTILLA	NICHOLAS
09100110	Active	JIMS MARKET	805 E 36TH Street	TUCSON	Arizona	85713	KUNG YOON		5206235775	JIMS MARKET INC	10/31/2019	03/06/1964	Pima	009	Liquor store	YOON	KUNG
09100112	Active	FRY'S FOOD & DRUG #18	10661 N ORACLE Road	ORO VALLEY	Arizona	85737	JEFFREY MILLER		5207426663	SMITH'S FOOD & DRUG CENTERS INC	10/31/2019	08/25/1978	Pima	009	Liquor store	MILLER	JEFFREY
09100113	Active	LIQUOR EXPRESS	5402 S 12TH Avenue	TUCSON	Arizona	85706	THOMAS GEE		5208890160	LIQUOR EXPRESS INC	10/31/2019	01/21/1964	Pima	009	Liquor store	GEE	THOMAS
09100114	Active	ARCO AM/PM	501 W IRVINGTON Road	TUCSON	Arizona	85714	INDER PREET KAUR		5208899261	RAV DEEP INVESTMENTS INC	10/31/2019	03/22/1974	Pima	009	Liquor store	KAUR	INDER
09100116	Active	CHIHUAHUA MARKET	4870 S 12TH Avenue	TUCSON	Arizona	85714	KEVIN KRAMBER		5208079490	FLORES ENTERPRISES CORPORATION	10/31/2019	08/20/1980	Pima	009	Liquor store	KRAMBER	KEVIN
09100117	Active	BOTTLE SHOP	1237-1241 S CHERRY Avenue	TUCSON	Arizona	85713	RICHARD GEE		5208845363	RLL LLC	10/31/2019	01/25/1984	Pima	009	Liquor store	GEE	RICHARD
09100118	Active	LIQUOR EXPRESS	4940 S PARK Avenue	TUCSON	Arizona	85706	THOMAS GEE		5202943485	LIQUOR EXPRESS INC	10/31/2019	11/28/1986	Pima	009	Liquor store	GEE	THOMAS
09100119	Active	CIRCLE K STORE #3415	3215 N SWAN Road	TUCSON	Arizona	85712	KIM KENNETH KWIATKOWSKI		5207951017	CIRCLE K STORES INC	10/31/2019	01/22/1986	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100121	Active	CIRCLE K STORE #1957	6700 E TANQUE VERDE Road	TUCSON	Arizona	85715	KIM KENNETH KWIATKOWSKI		5202987621	CIRCLE K STORES INC	10/31/2019	08/18/1961	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100122	Active	COSTCO WHOLESALE #407	6255 E GRANT Road	TUCSON	Arizona	85712	CLARE ABEL		5208866376	COSTCO WHOLESALE CORP	10/31/2019	04/06/1982	Pima	009	Liquor store	CURTIS II	JOHN
09100123	Active	VALENCIA MARKET	330 W 29TH Street	SOUTH TUCSON	Arizona	85713	BOO CHUNG		5206243330	VALENCIA CWL LLC	10/31/2019	01/09/1985	Pima	009	Liquor store	CHUNG	BOO
09100124	Active	CIRCLE K STORE #1933	10290 E SPEEDWAY	TUCSON	Arizona	85748	KIM KENNETH KWIATKOWSKI		6024370600	CIRCLE K STORES INC	10/31/2019	01/01/1958	Pima	009	Liquor store	KWIATKOWSKI	KIM
09100125	Inactive	KEG BEER WAREHOUSE	3529 E GRANT	TUCSON	Arizona	85716	STEVEN GOETTSCH		5208815310	KEG BEER WAREHOUSE  INC	10/31/1999	02/02/1984	Pima	009	Liquor store	GOETTSCH	STEVEN
09100126	Active	WALGREENS #1899	9495 E SPEEDWAY Boulevard	TUCSON	Arizona	85710	ANDREA LEWKOWITZ		5202904143	WALGREEN ARIZONA DRUG CO	10/31/2019	05/06/1980	Pima	009	Liquor store	LEWKOWITZ	ANDREA
09100127	Active	KMART #4996	7055 E BROADWAY	TUCSON	Arizona	85710	JEFFERY BICK		5205466565	KMART CORPORATION	10/31/2019	05/08/1980	Pima	009	Liquor store	BICK	JEFFERY
09100129	Active	CATALINA MARKET #2	2226 N COUNTRY CLUB Road	TUCSON	Arizona	85716	JAYANTIBHAI PATEL		5203263353	RAM LLC	10/31/2019	04/19/1976	Pima	009	Liquor store	PATEL	JAYANTIBHAI
09100130	Active	WAL MART SUPERCENTER #5799	2711 S HOUGHTON Boulevard	TUCSON	Arizona	85730	JOHN DEAN CURTIS II		6022348760	WALMART INC	10/31/2019	11/18/1980	Pima	009	Liquor store	CURTIS II	JOHN
09100131	Active	BASHAS' #100	3275 N SWAN Road	TUCSON	Arizona	85712	MICHAEL JOSEPH BASHA		5203235820	BASHAS INC	10/31/2019	11/18/1980	Pima	009	Liquor store	BASHA	MICHAEL
09100132	Active	CVS PHARMACY #10307	6310 E BROADWAY Boulevard	TUCSON	Arizona	85710	JASON MORRIS		5209031922	GERMAN DOBSON CVS LLC	10/31/2019	11/18/1980	Pima	009	Liquor store	MORRIS	JASON
09100133	Active	SAFEWAY #961	2854 N CAMPBELL	TUCSON	Arizona	85719	NICHOLAS GUTTILLA		5203211212	SAFEWAY INC	10/31/2019	11/18/1980	Pima	009	Liquor store	GUTTILLA	NICHOLAS
09100134	Active	SAFEWAY #1255	7110 N ORACLE Road	TUCSON	Arizona	85704	NICHOLAS GUTTILLA		5208944100	SAFEWAY INC	10/31/2019	11/18/1980	Pima	009	Liquor store	GUTTILLA	NICHOLAS
09100135	Active	SAFEWAY #1684	1940 E BROADWAY	TUCSON	Arizona	85719	NICHOLAS GUTTILLA		5202069047	SAFEWAY INC	10/31/2019	11/30/1961	Pima	009	Liquor store	GUTTILLA	NICHOLAS
09100136	Active	SAFEWAY #250	4752 E SUNRISE	TUCSON	Arizona	85718	NICHOLAS GUTTILLA		5202993534	SAFEWAY INC	10/31/2019	02/13/1987	Pima	009	Liquor store	GUTTILLA	NICHOLAS
