to_committee	to_cand_id	item_prim_gen	item_trans_code	item_trans_type	item_entity_type	from_name	from_affiliation	to_name	item_date	item_amount_orig	item_memo	item_memo_text	item_image_id
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HEALTH INDUSTRY DISTRIBUTORS ASSOCIATION POLITICAL ACTION COMMITTEE	HEALTH INDUSTRY DISTRIBUTORS ASSOCIATION	BIGGS FOR CONGRESS	2016-10-06	250			201610269034600950
C00582221	H6AZ02189	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	COMMITTEE FOR A LIVABLE FUTURE		DR. MATT HEINZ FOR ARIZONA	2016-10-13	2000			201610259034579843
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE	ILLINOIS RPAC FED	BIGGS FOR CONGRESS	2016-10-05	5000			201610279034724140
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	ARTICLE 1 POLITICAL ACTION COMMITTEE	YARMUTH	TOM O'HALLERAN FOR CONGRESS	2016-10-06	1000			201610279034724168
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	OCEAN STATE POLITICAL ACTION COMMITTEE (OSPAC)	LANGEVIN	TOM O'HALLERAN FOR CONGRESS	2016-10-11	1000			201610279034724534
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BUILDING RENEWAL IN AMERICA NOW PAC		BIGGS FOR CONGRESS	2016-10-05	1000			201610269034607923
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	PG&E CORPORATION EMPLOYEES ENERGYPAC		FRIENDS OF JOHN MCCAIN, INC.	2016-10-14	1500			201610279034650189
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC)	NATIONAL ASSOCIATION OF HOME BUILDERS	MCSALLY FOR CONGRESS	2016-10-07	5000			201610279036657120
C00540617	H4AZ06045	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC)	NATIONAL ASSOCIATION OF HOME BUILDERS	FRIENDS OF DAVID SCHWEIKERT	2016-10-07	1500			201610279036657110
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC)	NATIONAL ASSOCIATION OF HOME BUILDERS	FRIENDS OF JOHN MCCAIN INC	2016-10-07	2500			201610279036657111
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC)	NATIONAL ASSOCIATION OF HOME BUILDERS	KYRSTEN SINEMA FOR CONGRESS	2016-10-07	1500			201610279036657118
C00367110	H4AZ04024	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC)	NATIONAL ASSOCIATION OF HOME BUILDERS	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2016-10-07	1500			201610279036657104
C00461806	H0AZ01259	G	24E	INDEPENDENT EXPENDITURE FOR	PAC	SENATE CONSERVATIVES FUND		SENATE CONSERVATIVES FUND	2016-10-18	46			201610279036659461
C00610451	H6AZ05083	G	24E	INDEPENDENT EXPENDITURE FOR	PAC	SENATE CONSERVATIVES FUND		SENATE CONSERVATIVES FUND	2016-10-11	135			201610279036659450
C00461806	H0AZ01259	G	24E	INDEPENDENT EXPENDITURE FOR	PAC	SENATE CONSERVATIVES FUND		SENATE CONSERVATIVES FUND	2016-10-11	83			201610279036659448
C00610451	H6AZ05083	G	24E	INDEPENDENT EXPENDITURE FOR	PAC	SENATE CONSERVATIVES FUND		SENATE CONSERVATIVES FUND	2016-10-18	41			201610279036659463
C00461806	H0AZ01259	G	24E	INDEPENDENT EXPENDITURE FOR	PAC	SENATE CONSERVATIVES FUND		SENATE CONSERVATIVES FUND	2016-10-19	35			201610279036659466
C00610451	H6AZ05083	G	24E	INDEPENDENT EXPENDITURE FOR	PAC	SENATE CONSERVATIVES FUND		SENATE CONSERVATIVES FUND	2016-10-19	32			201610279036659466
C00578484	S6AZ00225	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL ORGANIZATION FOR WOMEN PAC		KIRKPATRICK FOR SENATE	2016-10-15	2500			201610269034612955
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	ASSOCIATED GENERAL CONTRACTORS OF AMERICA POLITICAL ACTION COMMITTEE	ASSOCIATED GENERAL CONTRACTORS OF AMERICA	MCSALLY FOR CONGRESS	2016-10-10	2500			201610269034613153
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	ASSOCIATED GENERAL CONTRACTORS OF AMERICA POLITICAL ACTION COMMITTEE	ASSOCIATED GENERAL CONTRACTORS OF AMERICA	KYRSTEN SINEMA FOR CONGRESS	2016-10-10	1500			201610269034613142
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN NURSES ASSOCIATION PAC	AMERICAN NURSES ASSOCIATION	TOM O'HALLERAN FOR CONGRESS	2016-10-17	2000			201610279034648563
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL FEDERATION OF INDEPENDENT BUSINESS FEDERAL POLITICAL ACTION COMMITTEE	NATIONAL FEDERATION OF INDEPENDENT BUSINESS	FRIENDS OF JOHN MCCAIN INC	2016-10-19	2000			201610269034623198
C00582221	H6AZ02189	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	RENAL PHYSICIANS ASSOCIATION PAC RPA PAC	RENAL PHYSICIANS ASSOCIATION PAC RPA PAC	DR. MATT HEINZ FOR ARIZONA	2016-10-19	1000			201610269034623282
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PFIZER INC. PAC	PFIZER INC.	BIGGS FOR CONGRESS	2016-10-17	2500			201610269034585917
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	RELENTLESS POSITIVE ACTION PAC (RPA PAC)		FRIENDS OF JOHN MCCAIN, INC.	2016-10-06	2700			201610279034643698
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HUMANE SOCIETY LEGISLATIVE FUND POLITICAL ACTION COMMITTEE	HUMANE SOCIETY LEGISLATIVE FUND	MCSALLY FOR CONGRESS	2016-10-18	2500			201610279034666930
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE		FRIENDS OF DAVID SCHWEIKERT	2016-05-03	2500			201610269034598505
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CLARK HILL FEDERAL POLITICAL ACTION COMMITTEE, THE	NONE	FRIENDS OF JOHN MCCAIN INC	2016-10-18	1000			201610279036922787
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SHORE PAC	NONE	TOM O'HALLERAN FOR CONGRESS	2016-10-15	2000			201610279036922931
C00540310	S6AZ00019	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	CONNECT STRATEGIC COMMUNICATIONS LLC	2016-10-11	5000			201610279034637720
C00578484	S6AZ00225	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	CONNECT STRATEGIC COMMUNICATIONS LLC	2016-10-03	12500			201610279034637719
C00540310	S6AZ00019	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	CONNECT STRATEGIC COMMUNICATIONS LLC	2016-10-03	12500			201610279034637719
C00578484	S6AZ00225	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	CONNECT STRATEGIC COMMUNICATIONS LLC	2016-10-11	5000			201610279034637720
C00540310	S6AZ00019	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	CONNECT STRATEGIC COMMUNICATIONS LLC	2016-10-13	50000			201610279034637721
C00578484	S6AZ00225	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	GORDON JAMES PUBLIC RELATIONS	2016-10-14	1003			201610279034637723
C00578484	S6AZ00225	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	CONNECT STRATEGIC COMMUNICATIONS LLC	2016-10-13	50000			201610279034637721
C00540310	S6AZ00019	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	EAST MERIDIAN STRATEGIES LLC	2016-10-17	136062			201610279034637722
C00540310	S6AZ00019	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	GORDON JAMES PUBLIC RELATIONS	2016-10-14	1003			201610279034637722
C00540310	S6AZ00019	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	TARGET ENTERPRISES LLC	2016-10-07	74562			201610279034637723
C00578484	S6AZ00225	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	TARGET ENTERPRISES LLC	2016-10-07	74562			201610279034637724
C00540310	S6AZ00019	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	TARGET ENTERPRISES LLC	2016-10-14	51062			201610279034637724
C00578484	S6AZ00225	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	ARIZONA GRASSROOTS ACTION PAC	NONE	TARGET ENTERPRISES LLC	2016-10-14	51062			201610279034637725
C00512236	H2AZ08102	G	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	CCM	OLSON FOR CONGRESS COMMITTEE	NONE	MCSALLY FOR CONGRESS	2016-10-18	1221	X		201610259034571118
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	OLSON FOR CONGRESS COMMITTEE	NONE	MCSALLY FOR CONGRESS	2016-10-03	750			201610259034571114
C00588673	H2AZ04127	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CITIZENS FOR JOHN RUTHERFORD		PAUL BABEU FOR CONGRESS	2016-10-17	1000			201610259034576627
C00374058	H2AZ07070	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION PAC	NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION	A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL C	2016-07-15	1000	X	CONTRIBUTION FUNDS REPORTED ON <ENTER REPORT NAME HERE>	201610279034668644
C00374058	H2AZ07070	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION PAC	NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION	A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL C	2016-10-03	1000	X	CONTRIBUTION RE-DESIGNATED FUNDS FOR TRANS. DATED 7/15/2016	201610279034668644
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AARON'S, INC. POLITICAL ACTION COMMITTEE	AARON'S, INC.	KYRSTEN SINEMA FOR CONGRESS	2016-10-07	2000			201610279034638792
C00512236	H2AZ08102	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	SPECIAL OPERATIONS FOR AMERICA	NONE	GOOGLE	2016-10-11	500			201610279036687603
C00512236	H2AZ08102	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	SPECIAL OPERATIONS FOR AMERICA	NONE	GOOGLE	2016-10-14	250			201610279036687608
C00512236	H2AZ08102	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	SPECIAL OPERATIONS FOR AMERICA	NONE	GOOGLE	2016-10-17	100			201610279036687612
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BETO O'ROURKE FOR CONGRESS COMMITTEE	NONE	TOM O'HALLERAN FOR CONGRESS	2016-10-14	2000			201610269034584281
C00581843	S6AZ00233	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FRIENDS OF JIM BRIDENSTINE INC.		WARD FOR SENATE	2016-08-08	2000			201610269034584755
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC)	AT&T INC.	BIGGS FOR CONGRESS	2016-10-17	2000			201610269034607319
C00610451	H6AZ05083	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	SENATE CONSERVATIVES ACTION	NONE	ENVISION MARKETING	2016-10-11	2794			201610279036656504
C00461806	H0AZ01259	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	SENATE CONSERVATIVES ACTION	NONE	ENVISION MARKETING	2016-10-11	2794			201610279036656509
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CABLEVISION SYSTEMS CORPORATION POLITICAL ACTION COMMITTEE	CABLEVISION SYSTEM CORPORATION	FRIENDS OF JOHN MCCAIN	2016-10-04	2500			201610279034726093
C00582890	H6AZ01199	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERIPAC: THE FUND FOR A GREATER AMERICA		TOM O'HALLERAN FOR CONGRESS	2016-10-18	2700	X	* EARMARKED BY EDWARD KAPLAN	201610279034726023
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	KIDSPAC		TOM O'HALLERAN FOR CONGRESS	2016-10-17	1000			201610279034655077
C00588673	H2AZ04127	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	HOUSE MAJORITY PAC	UNITY CONVENTION 2016	GUMBINNER DAVIES & SIMPSON COMMUNICATIONS		11843	X	*	201610279036920634
C00588673	H2AZ04127	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	HOUSE MAJORITY PAC	UNITY CONVENTION 2016	GUMBINNER DAVIES & SIMPSON COMMUNICATIONS		11843	X	*	201610279036920652
C00588673	H2AZ04127	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	HOUSE MAJORITY PAC	UNITY CONVENTION 2016	GUMBINNER DAVIES & SIMPSON COMMUNICATIONS		11843	X	*	201610279036920589
C00588673	H2AZ04127	G	24A	INDEPENDENT EXPENDITURE AGAINST	ORG	HOUSE MAJORITY PAC	UNITY CONVENTION 2016	GUMBINNER DAVIES & SIMPSON COMMUNICATIONS		11843	X	*	201610279036920617
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FOSTERING PROGRESS PAC		TOM O'HALLERAN FOR CONGRESS	2016-10-19	1000			201610279034655242
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	GOOD FRIENDS PAC		TOM O'HALLERAN FOR CONGRESS	2016-10-11	1000			201610279034718558
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	COME BACK POLITICAL ACTION COMMITTEE		MCSALLY FOR CONGRESS	2016-10-12	1000			201610279034666607
C00558627	H4AZ07043	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E		GALLEGO FOR ARIZONA	2016-10-14	2500			201610279036647910
C00374058	H2AZ07070	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E		A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL CMTE	2016-10-14	5000			201610279036647903
C00512236	H2AZ08102	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	SPECIAL OPERATIONS FOR AMERICA	NONE	FACEBOOK, INC	2016-09-14	300			201610279036669084
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN BANKERS ASSOCIATION PAC (BANKPAC)	ARKANSAS BANKERS ASSOCIATION PAC INC.	MCSALLY FOR CONGRESS	2016-10-11	2500			201610229034529432
	H6AZ01264	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	EFFECTIVE LEADERSHIP FOR AMERICA	NONE	RDP STRATEGIES	2016-10-14	2400			201610239034532039
C00540617	H4AZ06045	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		FRIENDS OF DAVID SCHWEIKERT	2016-10-05	1000			201610239034532242
C00558627	H4AZ07043	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		GALLEGO FOR ARIZONA	2016-10-05	4000			201610239034532243
C00374058	H2AZ07070	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE	2016-10-05	2500			201610239034532240
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		BIGGS FOR CONGRESS	2016-10-05	5000			201610239034532240
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)	T-MOBILE USA, INC.	MCSALLY FOR CONGRESS	2016-10-18	500			201610269034581636
C00461806	H0AZ01259	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	TEAM AMERICA PAC		GOSAR, PAUL ANTHONY	2016-08-26	500			201610279034636954
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN DEFENSE AND MILITARY PAC (ADAM PAC)		TOM O'HALLERAN FOR CONGRESS	2016-10-17	1000			201610279036663934
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PROGRESSIVE CHOICES PAC	NONE	TOM O'HALLERAN FOR CONGRESS	2016-10-14	1000			201610279034636986
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMALGAMATED TRANSIT UNION - COPE	AMALGAMATED TRANSIT UNION	TOM O'HALLERAN FOR CONGRESS	2016-10-14	5000			201610279034663236
C00540310	S6AZ00019	G	24E	INDEPENDENT EXPENDITURE FOR	ORG	AMERICAN UNITY PAC INC		GRAPESEED MEDIA	2016-10-06	20000			201610279036663986
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	OLYMPIA'S LIST		FRIENDS OF JOHN MCCAIN, INC.	2016-10-17	2500			201610239034531176
C00582221	H6AZ02189	G	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	ORG	GAY AND LESBIAN VICTORY FUND FEDERAL PAC		GAY AND LESBIAN VICTORY FUND	2016-10-11	40			201610239034531426
C00582221	H6AZ02189	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	GAY AND LESBIAN VICTORY FUND FEDERAL PAC		DR. MATT HEINZ FOR ARIZONA	2016-10-19	1750			201610239034531426
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC)	XTO ENERGY INC. FED PAC	KYRSTEN SINEMA FOR CONGRESS	2016-10-13	1500			201610279034639261
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC)	XTO ENERGY INC. FED PAC	KYRSTEN SINEMA FOR CONGRESS	2016-10-19	1500			201610279034639262
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE	HONEYWELL INTERNATIONAL	BIGGS FOR CONGRESS	2016-10-06	5000			201610279034645620
C00347260	S2AZ00141	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE	HONEYWELL INTERNATIONAL	JEFF FLAKE FOR US SENATE INC.	2016-10-07	1500			201610279034645620
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FIRST IN FREEDOM PAC	RICHARD L. HUDSON JR.	BIGGS FOR CONGRESS	2016-10-12	1000			201610269034597223
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS (IPAL)	INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS	TOM O'HALLERAN FOR CONGRESS	2016-10-17	5000		US HOUSE AZ	201610269034597434
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	ASSOCIATED BUILDERS AND CONTRACTORS POLITICAL ACTION COMMITTEE (ABC PAC)	ASSOCIATED BUILDERS & CONTACTORS	BIGGS FOR CONGRESS	2016-10-19	5000			201610269034605072
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE	ELI LILLY AND COMPANY	KYRSTEN SINEMA FOR CONGRESS	2016-10-14	2500		CONTRIBUTION	201610269034605541
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN FINANCIAL SERVICES ASSOCIATION PAC	AMERICAN FINANCIAL SERVICES ASSN	KYRSTEN SINEMA FOR CONGRESS	2016-04-21	1000			201610279034640048
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MCKESSON CORPORATION EMPLOYEES POLITICAL FUND	MCKESSON CORPORATION	KYRSTEN SINEMA FOR CONGRESS	2016-10-13	3000			201610269034596978
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MADISON PAC; THE	NEAL	TOM O'HALLERAN FOR CONGRESS	2016-10-06	1000			201610279036652859
C00558627	H4AZ07043	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FLUOR CORPORATION POLITICAL ACTION COMMITTEE (FLUOR PAC)	FLUOR CORPORATION	GALLEGO FOR ARIZONA	2016-10-13	1000		CONTRIBUTION	201610269034593420
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FLUOR CORPORATION POLITICAL ACTION COMMITTEE (FLUOR PAC)	FLUOR CORPORATION	KYRSTEN SINEMA FOR CONGRESS	2016-10-13	2000		CONTRIBUTION	201610269034593418
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE		PAUL GOSAR FOR CONGRESS	2016-04-26	500			201610269034596259
C00461806	H0AZ01259	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE		PAUL GOSAR FOR CONGRESS	2016-04-26	500			201610269034596260
C00588673	H2AZ04127	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	ORG	AMERICAN LEGACY POLITICAL ACTION COMMITTEE	NONE	PAUL BABEU FOR CONGRESS	2016-09-09	2500			201610279036868129
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SLM CORPORATION PAC SALLIE MAE PAC	SLM CORPORATION	KYRSTEN SINEMA FOR CONGRESS	2016-10-14	1700			201610269034599352
C00610451	H6AZ05083	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	THE BOEING COMPANY POLITICAL ACTION COMMITTEE	THE BOEING COMPANY	BIGGS FOR CONGRESS	2016-10-12	2500			201610279034640851
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	LEADERSHIP FOR TODAY AND TOMORROW		TOM O'HALLERAN FOR CONGRESS	2016-10-18	3000			201610279034657050
C00582890	H6AZ01199	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	WINE INSTITUTE PAC		TOM O'HALLERAN FOR CONGRESS	2016-10-18	3000			201610279034666120
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	EXPRESS SERVICES INC PAC		FRIENDS OF JOHN MCCAIN INC	2016-10-13	5000			201610279034666535
C00558627	H4AZ07043	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED MINE WORKERS OF AMERICA - COAL MINERS POLITICAL ACTION COMMITTEE	UNITED MINE WORKERS OF AMERICA	GALLEGO FOR ARIZONA	2016-10-18	1000			201610279034648691
C00578484	S6AZ00225	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED MINE WORKERS OF AMERICA - COAL MINERS POLITICAL ACTION COMMITTEE	UNITED MINE WORKERS OF AMERICA	KIRKPATRICK FOR SENATE	2016-10-18	1000			201610279034648692
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UNITED MINE WORKERS OF AMERICA - COAL MINERS POLITICAL ACTION COMMITTEE	UNITED MINE WORKERS OF AMERICA	KYRSTEN SINEMA FOR CONGRESS	2016-10-18	1000			201610279034648692
