original order	Original	PACEIndicator	Report date	County	Enrollment	orig total
3672	FIDELIS CARE AT HOME	Partial capitation	JULY 1, 2013	WASHINGTON	8.0	6336.0
3673	FIDELIS CARE AT HOME	Partial capitation	JULY 1, 2013	WESTCHESTER	104.0	6336.0
3675	GUILDNET	Partial capitation	JULY 1, 2013	NASSAU	1003.0	13058.0
3676	GUILDNET	Partial capitation	JULY 1, 2013	NEW YORK	10991.0	13058.0
3677	GUILDNET	Partial capitation	JULY 1, 2013	SUFFOLK	1009.0	13058.0
3678	GUILDNET	Partial capitation	JULY 1, 2013	WESTCHESTER	55.0	13058.0
3680	HHH CHOICES	Partial capitation	JULY 1, 2013	NEW YORK	2284.0	2317.0
3681	HHH CHOICES	Partial capitation	JULY 1, 2013	WESTCHESTER	33.0	2317.0
3683	HIP OF GREATER NEW YORK	Partial capitation	JULY 1, 2013	NASSAU	72.0	926.0
3684	HIP OF GREATER NEW YORK	Partial capitation	JULY 1, 2013	NEW YORK	804.0	926.0
3685	HIP OF GREATER NEW YORK	Partial capitation	JULY 1, 2013	SUFFOLK	39.0	926.0
3686	HIP OF GREATER NEW YORK	Partial capitation	JULY 1, 2013	WESTCHESTER	11.0	926.0
3688	INDEPENDENCE CARE SYSTEMS	Partial capitation	JULY 1, 2013	NEW YORK	4740.0	4740.0
3690	METROPLUS 	Partial capitation	JULY 1, 2013	NEW YORK	256.0	256.0
3692	SENIOR HEALTH PARTNERS INC	Partial capitation	JULY 1, 2013	NASSAU	147.0	9417.0
3693	SENIOR HEALTH PARTNERS INC	Partial capitation	JULY 1, 2013	NEW YORK	9242.0	9417.0
3694	SENIOR HEALTH PARTNERS INC	Partial capitation	JULY 1, 2013	WESTCHESTER	28.0	9417.0
3696	SENIOR NETWORK HEALTH	Partial capitation	JULY 1, 2013	HERKIMER	53.0	394.0
3697	SENIOR NETWORK HEALTH	Partial capitation	JULY 1, 2013	ONEIDA	341.0	394.0
3699	SENIOR WHOLE HEALTH	Partial capitation	JULY 1, 2013	NEW YORK	386.0	386.0
3701	TOTAL AGING IN PLACE PROGRAM	Partial capitation	JULY 1, 2013	ERIE	120.0	120.0
3703	UNITED HEALTHCARE	Partial capitation	JULY 1, 2013	NEW YORK	343.0	343.0
3705	VILLAGE CARE 	Partial capitation	JULY 1, 2013	NEW YORK	1975.0	1975.0
3707	VNA HEALTHCARE OPTIONS	Partial capitation	JULY 1, 2013	ONONDAGA	95.0	95.0
3709	VNS CHOICE	Partial capitation	JULY 1, 2013	COLUMBIA	1.0	20297.0
3710	VNS CHOICE	Partial capitation	JULY 1, 2013	DUTCHESS	19.0	20297.0
3711	VNS CHOICE	Partial capitation	JULY 1, 2013	GREENE	1.0	20297.0
3712	VNS CHOICE	Partial capitation	JULY 1, 2013	NASSAU	359.0	20297.0
3713	VNS CHOICE	Partial capitation	JULY 1, 2013	NEW YORK	19454.0	20297.0
3714	VNS CHOICE	Partial capitation	JULY 1, 2013	ORANGE	6.0	20297.0
3715	VNS CHOICE	Partial capitation	JULY 1, 2013	RENSSELAER	1.0	20297.0
3716	VNS CHOICE	Partial capitation	JULY 1, 2013	ROCKLAND	19.0	20297.0
3717	VNS CHOICE	Partial capitation	JULY 1, 2013	SUFFOLK	136.0	20297.0
3718	VNS CHOICE	Partial capitation	JULY 1, 2013	ULSTER	1.0	20297.0
3719	VNS CHOICE	Partial capitation	JULY 1, 2013	WESTCHESTER	300.0	20297.0
3721	WELLCARE	Partial capitation	JULY 1, 2013	ALBANY	6.0	4744.0
3722	WELLCARE	Partial capitation	JULY 1, 2013	ERIE	63.0	4744.0
3723	WELLCARE	Partial capitation	JULY 1, 2013	NASSAU	17.0	4744.0
3724	WELLCARE	Partial capitation	JULY 1, 2013	NEW YORK	4584.0	4744.0
3725	WELLCARE	Partial capitation	JULY 1, 2013	ORANGE	22.0	4744.0
3726	WELLCARE	Partial capitation	JULY 1, 2013	ROCKLAND	19.0	4744.0
3727	WELLCARE	Partial capitation	JULY 1, 2013	SUFFOLK	5.0	4744.0
3728	WELLCARE	Partial capitation	JULY 1, 2013	ULSTER	25.0	4744.0
3729	WELLCARE	Partial capitation	JULY 1, 2013	WESTCHESTER	3.0	4744.0
3744	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2008	NEW YORK	2138.0	2298.0
3745	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2008	WESTCHESTER	160.0	2298.0
3747	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2008	ALBANY	1.0	100.0
3748	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2008	RENSSELAER	1.0	100.0
3749	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2008	SCHENECTADY	97.0	100.0
3750	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2008	SCHOHARIE	1.0	100.0
3752	INDEPENDENT LIVING FOR SENIORS	PACE plan	AUGUST 1, 2008	MONROE	253.0	253.0
3754	PACE CNY	PACE plan	AUGUST 1, 2008	ONONDAGA	306.0	306.0
3759	AMERIGROUP	Partial capitation	AUGUST 1, 2008	NEW YORK	374.0	374.0
3761	CCM SELECT	Partial capitation	AUGUST 1, 2008	NEW YORK	925.0	939.0
3762	CCM SELECT	Partial capitation	AUGUST 1, 2008	WESTCHESTER	14.0	939.0
3764	ELANT	Partial capitation	AUGUST 1, 2008	ORANGE	99.0	137.0
3765	ELANT	Partial capitation	AUGUST 1, 2008	ROCKLAND	38.0	137.0
3767	GUILDNET	Partial capitation	AUGUST 1, 2008	NASSAU	527.0	6696.0
3768	GUILDNET	Partial capitation	AUGUST 1, 2008	NEW YORK	5985.0	6696.0
3769	GUILDNET	Partial capitation	AUGUST 1, 2008	SUFFOLK	184.0	6696.0
3771	HHH CHOICES	Partial capitation	AUGUST 1, 2008	NEW YORK	656.0	656.0
3773	HOMEFIRST	Partial capitation	AUGUST 1, 2008	NEW YORK	2794.0	2794.0
3775	INDEPENDENCE CARE SYSTEMS	Partial capitation	AUGUST 1, 2008	NEW YORK	1329.0	1329.0
3777	PARTNERS IN COMMUNITY CARE	Partial capitation	AUGUST 1, 2008	ORANGE	144.0	215.0
3778	PARTNERS IN COMMUNITY CARE	Partial capitation	AUGUST 1, 2008	ROCKLAND	71.0	215.0
3780	SENIOR HEALTH PARTNERS INC	Partial capitation	AUGUST 1, 2008	NEW YORK	1164.0	1164.0
3782	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2008	HERKIMER	32.0	361.0
3783	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2008	ONEIDA	329.0	361.0
3785	TOTAL AGING IN PLACE PROGRAM	Partial capitation	AUGUST 1, 2008	ERIE	140.0	140.0
3787	VNS CHOICE	Partial capitation	AUGUST 1, 2008	NEW YORK	6512.0	6512.0
3789	WELLCARE	Partial capitation	AUGUST 1, 2008	NEW YORK	91.0	91.0
3803	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2009	NASSAU	7.0	2373.0
3804	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2009	NEW YORK	2139.0	2373.0
3805	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2009	SUFFOLK	55.0	2373.0
3806	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2009	WESTCHESTER	172.0	2373.0
3808	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2009	ALBANY	1.0	110.0
3809	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2009	SCHENECTADY	109.0	110.0
3810	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2009	SCHOHARIE	0.0	110.0
3812	INDEPENDENT LIVING FOR SENIORS	PACE plan	AUGUST 1, 2009	MONROE	234.0	234.0
3814	PACE CNY	PACE plan	AUGUST 1, 2009	CHAUTAUQUA	1.0	319.0
3815	PACE CNY	PACE plan	AUGUST 1, 2009	ONONDAGA	318.0	319.0
3817	TOTAL SENIOR CARE	PACE plan	AUGUST 1, 2009	CATTARAUGUS	21.0	21.0
3822	AMERIGROUP	Partial capitation	AUGUST 1, 2009	NEW YORK	555.0	555.0
3824	CCM SELECT	Partial capitation	AUGUST 1, 2009	NEW YORK	1237.0	1254.0
3825	CCM SELECT	Partial capitation	AUGUST 1, 2009	WESTCHESTER	17.0	1254.0
3827	ELANT	Partial capitation	AUGUST 1, 2009	ORANGE	107.0	141.0
3828	ELANT	Partial capitation	AUGUST 1, 2009	ROCKLAND	34.0	141.0
3830	GUILDNET	Partial capitation	AUGUST 1, 2009	NASSAU	470.0	6361.0
3831	GUILDNET	Partial capitation	AUGUST 1, 2009	NEW YORK	5625.0	6361.0
3832	GUILDNET	Partial capitation	AUGUST 1, 2009	SUFFOLK	266.0	6361.0
3834	HHH CHOICES	Partial capitation	AUGUST 1, 2009	NEW YORK	748.0	748.0
3836	HOMEFIRST	Partial capitation	AUGUST 1, 2009	NEW YORK	3236.0	3236.0
3838	INDEPENDENCE CARE SYSTEMS	Partial capitation	AUGUST 1, 2009	NEW YORK	1356.0	1356.0
3840	PARTNERS IN COMMUNITY CARE	Partial capitation	AUGUST 1, 2009	ORANGE	163.0	279.0
3841	PARTNERS IN COMMUNITY CARE	Partial capitation	AUGUST 1, 2009	ROCKLAND	116.0	279.0
3843	SENIOR HEALTH PARTNERS INC	Partial capitation	AUGUST 1, 2009	NEW YORK	1644.0	1644.0
3845	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2009	HERKIMER	43.0	382.0
3846	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2009	ONEIDA	339.0	382.0
3848	TOTAL AGING IN PLACE PROGRAM	Partial capitation	AUGUST 1, 2009	ERIE	141.0	141.0
3850	VNS CHOICE	Partial capitation	AUGUST 1, 2009	NEW YORK	7266.0	7266.0
3852	WELLCARE	Partial capitation	AUGUST 1, 2009	NEW YORK	379.0	379.0
3867	ARCHCARE SENIOR LIFE	PACE plan	AUGUST 1, 2010	NEW YORK	63.0	63.0
3869	CHS BUFFALO LIFE	PACE plan	AUGUST 1, 2010	ERIE	32.0	32.0
3871	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2010	NASSAU	11.0	2525.0
3872	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2010	NEW YORK	2279.0	2525.0
3873	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2010	SUFFOLK	61.0	2525.0
3874	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2010	WESTCHESTER	174.0	2525.0
3876	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2010	ALBANY	3.0	114.0
3877	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2010	SCHENECTADY	111.0	114.0
3879	INDEPENDENT LIVING FOR SENIORS	PACE plan	AUGUST 1, 2010	MONROE	269.0	269.0
3881	PACE CNY	PACE plan	AUGUST 1, 2010	CHAUTAUQUA	1.0	369.0
3882	PACE CNY	PACE plan	AUGUST 1, 2010	ONONDAGA	367.0	369.0
3883	PACE CNY	PACE plan	AUGUST 1, 2010	OSWEGO	1.0	369.0
3885	TOTAL SENIOR CARE	PACE plan	AUGUST 1, 2010	CATTARAUGUS	45.0	45.0
3890	AMERIGROUP	Partial capitation	AUGUST 1, 2010	NEW YORK	805.0	805.0
3892	CCM SELECT	Partial capitation	AUGUST 1, 2010	NEW YORK	1689.0	1718.0
3893	CCM SELECT	Partial capitation	AUGUST 1, 2010	WESTCHESTER	29.0	1718.0
3895	ELANT	Partial capitation	AUGUST 1, 2010	ORANGE	113.0	148.0
3896	ELANT	Partial capitation	AUGUST 1, 2010	ROCKLAND	35.0	148.0
3898	GUILDNET	Partial capitation	AUGUST 1, 2010	NASSAU	486.0	6387.0
3899	GUILDNET	Partial capitation	AUGUST 1, 2010	NEW YORK	5555.0	6387.0
3900	GUILDNET	Partial capitation	AUGUST 1, 2010	SUFFOLK	346.0	6387.0
3902	HHH CHOICES	Partial capitation	AUGUST 1, 2010	NEW YORK	871.0	871.0
3904	HOMEFIRST	Partial capitation	AUGUST 1, 2010	NEW YORK	3772.0	3772.0
3906	INDEPENDENCE CARE SYSTEMS	Partial capitation	AUGUST 1, 2010	NEW YORK	1562.0	1562.0
3908	PARTNERS IN COMMUNITY CARE	Partial capitation	AUGUST 1, 2010	ORANGE	199.0	356.0
3909	PARTNERS IN COMMUNITY CARE	Partial capitation	AUGUST 1, 2010	ROCKLAND	157.0	356.0
3911	SENIOR HEALTH PARTNERS INC	Partial capitation	AUGUST 1, 2010	NEW YORK	2286.0	2286.0
3913	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2010	HERKIMER	51.0	401.0
3914	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2010	ONEIDA	350.0	401.0
3916	TOTAL AGING IN PLACE PROGRAM	Partial capitation	AUGUST 1, 2010	ERIE	142.0	142.0
3918	VNS CHOICE	Partial capitation	AUGUST 1, 2010	NEW YORK	8357.0	8357.0
3920	WELLCARE	Partial capitation	AUGUST 1, 2010	NEW YORK	987.0	987.0
3935	ARCHCARE SENIOR LIFE	PACE plan	AUGUST 1, 2011	NEW YORK	172.0	172.0
3937	CHS BUFFALO LIFE	PACE plan	AUGUST 1, 2011	ERIE	57.0	57.0
3939	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2011	NASSAU	13.0	2638.0
3940	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2011	NEW YORK	2406.0	2638.0
3941	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2011	SUFFOLK	61.0	2638.0
3942	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2011	WESTCHESTER	158.0	2638.0
3944	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2011	ALBANY	4.0	118.0
3945	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2011	SCHENECTADY	114.0	118.0
3947	INDEPENDENT LIVING FOR SENIORS	PACE plan	AUGUST 1, 2011	MONROE	280.0	280.0
3949	PACE CNY	PACE plan	AUGUST 1, 2011	CHAUTAUQUA	0.0	393.0
3950	PACE CNY	PACE plan	AUGUST 1, 2011	ONONDAGA	392.0	393.0
3951	PACE CNY	PACE plan	AUGUST 1, 2011	OSWEGO	1.0	393.0
3953	TOTAL SENIOR CARE	PACE plan	AUGUST 1, 2011	ALLEGANY	7.0	75.0
3954	TOTAL SENIOR CARE	PACE plan	AUGUST 1, 2011	CATTARAUGUS	68.0	75.0
3959	AMERIGROUP	Partial capitation	AUGUST 1, 2011	NEW YORK	1201.0	1201.0
3961	CCM SELECT	Partial capitation	AUGUST 1, 2011	NEW YORK	2565.0	2602.0
3962	CCM SELECT	Partial capitation	AUGUST 1, 2011	WESTCHESTER	37.0	2602.0
3964	ELANT	Partial capitation	AUGUST 1, 2011	ORANGE	121.0	166.0
3965	ELANT	Partial capitation	AUGUST 1, 2011	ROCKLAND	45.0	166.0
3967	ELDERPLAN	Partial capitation	AUGUST 1, 2011	NEW YORK	4206.0	4206.0
3969	ELDERSERVE	Partial capitation	AUGUST 1, 2011	NASSAU	21.0	1015.0
3970	ELDERSERVE	Partial capitation	AUGUST 1, 2011	NEW YORK	957.0	1015.0
3971	ELDERSERVE	Partial capitation	AUGUST 1, 2011	SUFFOLK	12.0	1015.0
3972	ELDERSERVE	Partial capitation	AUGUST 1, 2011	WESTCHESTER	25.0	1015.0
3974	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2011	ORANGE	210.0	401.0
3975	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2011	ROCKLAND	191.0	401.0
3977	GUILDNET	Partial capitation	AUGUST 1, 2011	NASSAU	461.0	6448.0
3978	GUILDNET	Partial capitation	AUGUST 1, 2011	NEW YORK	5569.0	6448.0
3979	GUILDNET	Partial capitation	AUGUST 1, 2011	SUFFOLK	418.0	6448.0
3981	HHH CHOICES	Partial capitation	AUGUST 1, 2011	NEW YORK	1097.0	1097.0
3983	INDEPENDENCE CARE SYSTEMS	Partial capitation	AUGUST 1, 2011	NEW YORK	1761.0	1761.0
3985	SENIOR HEALTH PARTNERS INC	Partial capitation	AUGUST 1, 2011	NEW YORK	2969.0	2969.0
3987	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2011	HERKIMER	48.0	383.0
3988	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2011	ONEIDA	335.0	383.0
3990	TOTAL AGING IN PLACE PROGRAM	Partial capitation	AUGUST 1, 2011	ERIE	129.0	129.0
3992	VNS CHOICE	Partial capitation	AUGUST 1, 2011	NEW YORK	9337.0	9337.0
3994	WELLCARE	Partial capitation	AUGUST 1, 2011	NEW YORK	1588.0	1588.0
4011	ARCHCARE SENIOR LIFE	PACE plan	AUGUST 1, 2012	NEW YORK	225.0	225.0
4013	CHS BUFFALO LIFE	PACE plan	AUGUST 1, 2012	ERIE	104.0	104.0
4015	COMPLETE SENIOR CARE	PACE plan	AUGUST 1, 2012	NIAGARA	48.0	48.0
4017	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2012	NASSAU	22.0	3178.0
4018	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2012	NEW YORK	2921.0	3178.0
4019	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2012	SUFFOLK	71.0	3178.0
4020	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2012	WESTCHESTER	164.0	3178.0
4022	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2012	ALBANY	4.0	128.0
4023	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2012	SCHENECTADY	124.0	128.0
4025	INDEPENDENT LIVING FOR SENIORS	PACE plan	AUGUST 1, 2012	MONROE	307.0	307.0
4027	PACE CNY	PACE plan	AUGUST 1, 2012	ONONDAGA	411.0	412.0
4028	PACE CNY	PACE plan	AUGUST 1, 2012	OSWEGO	1.0	412.0
4030	TOTAL SENIOR CARE	PACE plan	AUGUST 1, 2012	ALLEGANY	5.0	83.0
4031	TOTAL SENIOR CARE	PACE plan	AUGUST 1, 2012	CATTARAUGUS	78.0	83.0
4036	AMERIGROUP	Partial capitation	AUGUST 1, 2012	NEW YORK	1516.0	1516.0
4038	CCM SELECT	Partial capitation	AUGUST 1, 2012	NEW YORK	4769.0	4812.0
4039	CCM SELECT	Partial capitation	AUGUST 1, 2012	WESTCHESTER	43.0	4812.0
4041	ELANT	Partial capitation	AUGUST 1, 2012	DUTCHESS	13.0	225.0
4042	ELANT	Partial capitation	AUGUST 1, 2012	ORANGE	125.0	225.0
4043	ELANT	Partial capitation	AUGUST 1, 2012	ROCKLAND	87.0	225.0
4045	ELDERPLAN	Partial capitation	AUGUST 1, 2012	NEW YORK	5953.0	5953.0
4047	ELDERSERVE	Partial capitation	AUGUST 1, 2012	NASSAU	38.0	5889.0
4048	ELDERSERVE	Partial capitation	AUGUST 1, 2012	NEW YORK	5768.0	5889.0
4049	ELDERSERVE	Partial capitation	AUGUST 1, 2012	SUFFOLK	15.0	5889.0
4050	ELDERSERVE	Partial capitation	AUGUST 1, 2012	WESTCHESTER	68.0	5889.0
4052	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2012	MONTGOMERY	3.0	608.0
4053	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2012	NEW YORK	140.0	608.0
4054	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2012	ORANGE	244.0	608.0
4055	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2012	RENSSELAER	4.0	608.0
4056	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2012	ROCKLAND	214.0	608.0
4057	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2012	SCHENECTADY	3.0	608.0
4059	GUILDNET	Partial capitation	AUGUST 1, 2012	NASSAU	550.0	8648.0
4060	GUILDNET	Partial capitation	AUGUST 1, 2012	NEW YORK	7571.0	8648.0
4061	GUILDNET	Partial capitation	AUGUST 1, 2012	SUFFOLK	518.0	8648.0
4062	GUILDNET	Partial capitation	AUGUST 1, 2012	WESTCHESTER	9.0	8648.0
4064	HHH CHOICES	Partial capitation	AUGUST 1, 2012	NEW YORK	1420.0	1425.0
4065	HHH CHOICES	Partial capitation	AUGUST 1, 2012	WESTCHESTER	5.0	1425.0
4067	HIP OF GREATER NEW YORK	Partial capitation	AUGUST 1, 2012	NEW YORK	83.0	83.0
4069	INDEPENDENCE CARE SYSTEMS	Partial capitation	AUGUST 1, 2012	NEW YORK	2507.0	2507.0
4071	SENIOR HEALTH PARTNERS INC	Partial capitation	AUGUST 1, 2012	NEW YORK	4332.0	4332.0
4073	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2012	HERKIMER	54.0	383.0
4074	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2012	ONEIDA	329.0	383.0
4076	TOTAL AGING IN PLACE PROGRAM	Partial capitation	AUGUST 1, 2012	ERIE	123.0	123.0
4078	VILLAGE CARE 	Partial capitation	AUGUST 1, 2012	NEW YORK	129.0	129.0
4080	VNS CHOICE	Partial capitation	AUGUST 1, 2012	NASSAU	70.0	11991.0
4081	VNS CHOICE	Partial capitation	AUGUST 1, 2012	NEW YORK	11849.0	11991.0
4082	VNS CHOICE	Partial capitation	AUGUST 1, 2012	SUFFOLK	8.0	11991.0
4083	VNS CHOICE	Partial capitation	AUGUST 1, 2012	WESTCHESTER	64.0	11991.0
4085	WELLCARE	Partial capitation	AUGUST 1, 2012	NEW YORK	2804.0	2804.0
4102	ARCHCARE SENIOR LIFE	PACE plan	AUGUST 1, 2013	NEW YORK	273.0	273.0
4104	CHS BUFFALO LIFE	PACE plan	AUGUST 1, 2013	ERIE	137.0	137.0
4106	COMPLETE SENIOR CARE	PACE plan	AUGUST 1, 2013	NIAGARA	77.0	77.0
4108	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2013	NASSAU	48.0	3419.0
4109	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2013	NEW YORK	3092.0	3419.0
4110	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2013	SUFFOLK	83.0	3419.0
4111	COMPREHENSIVE CARE MGMT 	PACE plan	AUGUST 1, 2013	WESTCHESTER	196.0	3419.0
4113	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2013	ALBANY	4.0	145.0
4114	EDDY SENIOR CARE	PACE plan	AUGUST 1, 2013	SCHENECTADY	141.0	145.0
4116	INDEPENDENT LIVING FOR SENIORS	PACE plan	AUGUST 1, 2013	MONROE	428.0	428.0
4118	PACE CNY	PACE plan	AUGUST 1, 2013	ONONDAGA	436.0	436.0
4120	TOTAL SENIOR CARE	PACE plan	AUGUST 1, 2013	ALLEGANY	10.0	90.0
4121	TOTAL SENIOR CARE	PACE plan	AUGUST 1, 2013	CATTARAUGUS	80.0	90.0
4126	AETNA BETTER HEALTH	Partial capitation	AUGUST 1, 2013	NASSAU	129.0	1316.0
4127	AETNA BETTER HEALTH	Partial capitation	AUGUST 1, 2013	NEW YORK	1020.0	1316.0
4128	AETNA BETTER HEALTH	Partial capitation	AUGUST 1, 2013	SUFFOLK	167.0	1316.0
4130	AGEWELL NEW YORK	Partial capitation	AUGUST 1, 2013	NASSAU	177.0	1365.0
4131	AGEWELL NEW YORK	Partial capitation	AUGUST 1, 2013	NEW YORK	1113.0	1365.0
4132	AGEWELL NEW YORK	Partial capitation	AUGUST 1, 2013	SUFFOLK	60.0	1365.0
4133	AGEWELL NEW YORK	Partial capitation	AUGUST 1, 2013	WESTCHESTER	15.0	1365.0
4135	ALPHACARE	Partial capitation	AUGUST 1, 2013	NEW YORK	43.0	43.0
4137	AMERIGROUP	Partial capitation	AUGUST 1, 2013	NEW YORK	2850.0	2850.0
4139	ARCHCARE COMMUNITY LIFE	Partial capitation	AUGUST 1, 2013	NEW YORK	733.0	1006.0
4140	ARCHCARE COMMUNITY LIFE	Partial capitation	AUGUST 1, 2013	PUTNAM	28.0	1006.0
4141	ARCHCARE COMMUNITY LIFE	Partial capitation	AUGUST 1, 2013	WESTCHESTER	245.0	1006.0
4143	CCM SELECT	Partial capitation	AUGUST 1, 2013	NASSAU	71.0	9263.0
4144	CCM SELECT	Partial capitation	AUGUST 1, 2013	NEW YORK	8630.0	9263.0
4145	CCM SELECT	Partial capitation	AUGUST 1, 2013	ROCKLAND	187.0	9263.0
4146	CCM SELECT	Partial capitation	AUGUST 1, 2013	SUFFOLK	86.0	9263.0
4147	CCM SELECT	Partial capitation	AUGUST 1, 2013	WESTCHESTER	289.0	9263.0
4149	CENTERS PLAN FOR HEALTHY LIVING	Partial capitation	AUGUST 1, 2013	NEW YORK	689.0	689.0
4151	ELANT	Partial capitation	AUGUST 1, 2013	DUTCHESS	46.0	351.0
4152	ELANT	Partial capitation	AUGUST 1, 2013	ORANGE	161.0	351.0
4153	ELANT	Partial capitation	AUGUST 1, 2013	ROCKLAND	144.0	351.0
4155	ELDERPLAN	Partial capitation	AUGUST 1, 2013	MONROE	104.0	10087.0
4156	ELDERPLAN	Partial capitation	AUGUST 1, 2013	NASSAU	80.0	10087.0
4157	ELDERPLAN	Partial capitation	AUGUST 1, 2013	NEW YORK	9612.0	10087.0
4158	ELDERPLAN	Partial capitation	AUGUST 1, 2013	SUFFOLK	18.0	10087.0
4159	ELDERPLAN	Partial capitation	AUGUST 1, 2013	WESTCHESTER	273.0	10087.0
4161	ELDERSERVE	Partial capitation	AUGUST 1, 2013	NASSAU	88.0	9649.0
4162	ELDERSERVE	Partial capitation	AUGUST 1, 2013	NEW YORK	9339.0	9649.0
4163	ELDERSERVE	Partial capitation	AUGUST 1, 2013	SUFFOLK	80.0	9649.0
4164	ELDERSERVE	Partial capitation	AUGUST 1, 2013	WESTCHESTER	142.0	9649.0
4166	EXTENDED MLTC	Partial capitation	AUGUST 1, 2013	NEW YORK	10.0	10.0
4168	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	ALBANY	38.0	6687.0
4169	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	BROOME	10.0	6687.0
4170	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	CATTARAUGUS	1.0	6687.0
4171	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	CAYUGA	1.0	6687.0
4172	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	CHAUTAUQUA	2.0	6687.0
4173	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	COLUMBIA	3.0	6687.0
4174	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	CORTLAND	2.0	6687.0
4175	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	DELAWARE	1.0	6687.0
4176	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	DUTCHESS	13.0	6687.0
4177	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	ERIE	9.0	6687.0
4178	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	ESSEX	1.0	6687.0
4179	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	FULTON	9.0	6687.0
4180	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	HERKIMER	3.0	6687.0
4181	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	MONROE	3.0	6687.0
4182	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	MONTGOMERY	6.0	6687.0
4183	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	NASSAU	331.0	6687.0
4184	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	NEW YORK	5275.0	6687.0
